id,speaker_id,utterance_order,transcript_id,corpus_id,gloss,num_tokens,stem,part_of_speech,speaker_code,speaker_name,speaker_role,target_child_id,target_child_age,target_child_name,target_child_sex,type,media_end,media_start,media_unit,collection_id,collection_name,num_morphemes,language
1255627,3142,92,3815,41,there's a monkey,3,there a monkey,pro:exist det:art n,FAT,NA,Father,3141,757.5,Trevor,male,imperative_emphatic,NA,NA,NA,3,Eng-NA,4,eng
1255668,3142,95,3815,41,where's he climbing to do you think,7,where he climb to do you think,adv:int pro:sub part prep v pro:per v,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,9,eng
1255717,3142,99,3815,41,where's he climbing to do you think,7,where he climb to do you think,adv:int pro:sub part prep v pro:per v,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,9,eng
1255757,3142,102,3815,41,from where,2,from where,prep adv:int,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,2,eng
1255785,3142,104,3815,41,yeah,1,yeah,co,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,1,eng
1255801,3142,106,3815,41,yeah,1,yeah,co,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,1,eng
1255824,3142,108,3815,41,uh huh,2,huh,co,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,1,eng
1255854,3142,110,3815,41,where's his toes,3,where his toe,adv:int det:poss n,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,5,eng
1255878,3142,112,3815,41,yeah,1,yeah,co,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,1,eng
1255886,3142,113,3815,41,they look like hands too don't they,7,they look like hand too do they,pro:sub v prep n adv mod pro:sub,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,9,eng
1255909,3142,114,3815,41,but they're not they're on his feet,7,but they not they on his foot,conj pro:sub neg pro:sub prep det:poss n,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,10,eng
1255952,3142,117,3815,41,there's a what,3,there a what,pro:exist det:art pro:int,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,4,eng
1255986,3142,120,3815,41,wanna brush my hair,4,wanna brush my hair,mod:aux v det:poss n,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,4,eng
1256014,3142,122,3815,41,okay,1,okay,co,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,1,eng
1256023,3142,123,3815,41,am I going to look handsome,6,be I go to look handsome,aux pro:sub part inf v adj,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,8,eng
1256066,3142,126,3815,41,look hand some like you,5,look hand some like you,co v qn prep pro:per,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,5,eng
1256085,3142,127,3815,41,yeah,1,yeah,co,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,1,eng
1256097,3142,128,3815,41,do you think I'll really look as handsome as you,10,do you think I real look as handsome as you,mod pro:per v pro:sub adv v adv adj prep pro:per,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,13,eng
1256143,3142,131,3815,41,okay,1,okay,co,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,1,eng
1256164,3142,133,3815,41,you wanna be hand some too,6,you wanna be hand some too,pro:per mod:aux cop n qn post,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,6,eng
1256196,3142,135,3815,41,you're handsome all the time,5,you handsome all the time,pro:per adj qn det:art n,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,6,eng
1256213,3142,136,3815,41,let's brush your hair,4,let brush your hair,v v det:poss n,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,5,eng
1256227,3142,137,3815,41,what do you think,4,what do you think,pro:int mod pro:per v,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,4,eng
1256254,3142,139,3815,41,don't brush your hair,4,do brush your hair,mod v det:poss n,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,5,eng
1256279,3142,141,3815,41,why not,2,why not,adv:int neg,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,2,eng
1256311,3142,143,3815,41,aw boop boop boop,4,boop boop boop,co co co,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,3,eng
1256330,3142,144,3815,41,go pick up,3,go pick up,v v adv,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,3,eng
1256364,3142,146,3815,41,don't throw the brush,4,do throw the brush,mod v det:art n,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,5,eng
1256378,3142,147,3815,41,go get it,3,go get it,v v pro:per,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,3,eng
1256399,3142,149,3815,41,okay,1,okay,co,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,1,eng
1256426,3142,152,3815,41,yeah if you want to put the brush down that's okay,11,yeah if you want to put the brush down that okay,co conj pro:per v inf v det:art n adv pro:dem adj,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,13,eng
1256452,3142,153,3815,41,you can put it down but don't throw,8,you can put it down but do throw,pro:per mod v pro:per adv conj mod v,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,10,eng
1256491,3142,155,3815,41,you want to brush my hair again,7,you want to brush my hair again,pro:per v inf v det:poss n adv,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,7,eng
1256533,3142,157,3815,41,I am handsome,3,I be handsome,pro:sub aux adj,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,4,eng
1256542,3142,158,3815,41,how can I have a boy like you if I weren't handsome,12,how can I have a boy like you if I be handsome,adv:int mod pro:sub v det:art n prep pro:per conj pro:sub cop adj,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,14,eng
1256606,3142,160,3815,41,I'm not a boy,4,I not a boy,pro:sub neg det:art n,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,5,eng
1256623,3142,161,3815,41,you're a boy,3,you a boy,pro:per det:art n,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,4,eng
1256653,3142,164,3815,41,that's right,2,that right,pro:dem n,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,3,eng
1256663,3142,165,3815,41,that's a way to do it,6,that a way to do it,pro:dem det:art n inf v pro:per,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,7,eng
1256680,3142,166,3815,41,just put it down when you're done,7,just put it down when you do,adv v pro:per adv conj pro:per part,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,10,eng
1256704,3142,167,3815,41,can I comb your hair,5,can I comb your hair,mod pro:sub v det:poss n,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,5,eng
1256729,3142,169,3815,41,okay,1,okay,co,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,1,eng
1256775,3142,173,3815,41,there's one what,3,there one what,pro:exist pro:indef pro:int,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,4,eng
1256840,3142,176,3815,41,a big little one,4,a big little one,det:art adj adj pro:indef,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,4,eng
1256877,3142,178,3815,41,yeah a zebra,3,yeah a zebra,co det:art n,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,3,eng
1256892,3142,179,3815,41,where else do you see a zebra,7,where else do you see a zebra,adv:int post v pro:per v det:art n,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,7,eng
1256931,3142,181,3815,41,zebras and what else are together,6,zebra and what else be together,n coord pro:int post cop adv,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,8,eng
1256968,3142,183,3815,41,you had some in there,5,you have some in there,pro:per v qn adv adv,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,6,eng
1256998,3142,185,3815,41,nothing,1,nothing,pro:indef,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,1,eng
1257020,3142,187,3815,41,nothing in there,3,nothing in there,pro:indef prep adv,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,3,eng
1257057,3142,190,3815,41,yeah,1,yeah,co,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,1,eng
1257065,3142,191,3815,41,does that look like our car,6,do that look like our car,mod pro:dem v prep det:poss n,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,7,eng
1257105,3142,193,3815,41,what color's our car,4,what color our car,pro:int n det:poss n,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,5,eng
1257124,3142,195,3815,41,what color's this car,4,what color this car,pro:int n pro:dem n,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,5,eng
1257151,3142,197,3815,41,yeah different color huh,4,yeah different color huh,co adj n co,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,4,eng
1257178,3142,199,3815,41,what's what,2,what what,pro:int pro:int,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,3,eng
1257222,3142,201,3815,41,what's the ice cream's name,5,what the ice cream name,pro:int det:art n n n,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,7,eng
1257249,3142,202,3815,41,where's the ice cream,4,where the ice cream,adv:int det:art n n,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,5,eng
1257284,3142,204,3815,41,lemme see,2,let see,v v,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,3,eng
1257292,3142,205,3815,41,those are ice creams,4,those be ice cream,pro:dem cop n n,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,6,eng
1257320,3142,206,3815,41,those look like,3,those look like,pro:dem v prep,FAT,NA,Father,3141,757.5,Trevor,male,trail off,NA,NA,NA,3,Eng-NA,3,eng
1257331,3142,207,3815,41,I don't know what those look like,7,I do know what those look like,pro:sub mod v pro:int pro:dem v prep,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,8,eng
1257359,3142,208,3815,41,they look like umbrellas kinda,5,they look like umbrella kinda,pro:sub v prep n adv,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,6,eng
1257407,3142,210,3815,41,umbrella,1,umbrella,n,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,1,eng
1257429,3142,212,3815,41,yeah,1,yeah,co,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,1,eng
1257442,3142,213,3815,41,like umbright,2,like umbright,co test,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,2,eng
1257459,3142,215,3815,41,yeah,1,yeah,co,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,1,eng
1257470,3142,216,3815,41,boom,1,boom,n,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,1,eng
1257498,3142,218,3815,41,wanna play catch,3,wanna play catch,mod:aux v v,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,3,eng
1257531,3142,220,3815,41,okay,1,okay,co,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,1,eng
1257541,3142,221,3815,41,almost,1,almost,adv,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,1,eng
1257560,3142,223,3815,41,try it again,3,try it again,v pro:per adv,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,3,eng
1257581,3142,224,3815,41,put your hands in like this,6,put your hand in like this,v det:poss n prep prep pro:dem,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,8,eng
1257625,3142,226,3815,41,you want to hit it,5,you want to hit it,pro:per v inf v pro:per,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,6,eng
1257661,3142,228,3815,41,okay,1,okay,co,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,1,eng
1257681,3142,230,3815,41,ssh,1,ssh,co,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,1,eng
1257691,3142,231,3815,41,Homersn,1,Homersn,n:prop,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,1,eng
1257702,3142,232,3815,41,whee,1,whee,co,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,1,eng
1257744,3142,235,3815,41,oh no we shouldn't hit em around the house,9,oh no we should hit them around the house,co qn pro:sub mod v pro:obj prep det:art n,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,11,eng
1257779,3142,236,3815,41,don't hit em around the house,6,do hit them around the house,mod v pro:obj prep det:art n,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,8,eng
1257809,3142,237,3815,41,we just do that at the park,7,we just do that at the park,pro:sub adv v pro:dem prep det:art n,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,7,eng
1257831,3142,238,3815,41,you wanna go to the park later,7,you wanna go to the park later,pro:per mod:aux v prep det:art n adv,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,7,eng
1257873,3142,240,3815,41,okay,1,okay,co,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,1,eng
1257884,3142,241,3815,41,we'll go up and watch golfers later then we'll go to the park,13,we go up and watch golf later then we go to the park,pro:sub v adv coord n n adv adv:tem pro:sub v prep det:art n,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,18,eng
1257932,3142,242,3815,41,and we'll play golf ourselves,5,and we play golf ourselves,coord pro:sub v v pro:refl,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,6,eng
1257949,3142,243,3815,41,ah ah ah ah,4,ah ah ah ah,co co co co,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,4,eng
1257972,3142,244,3815,41,don't throw,2,do throw,mod v,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,3,eng
1257988,3142,245,3815,41,go get it,3,go get it,v v pro:per,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,3,eng
1258019,3142,247,3815,41,gonna brush my hair again,5,gonna brush my hair again,mod:aux v det:poss n adv,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,5,eng
1258038,3142,248,3815,41,every time you throw you want to brush my hair,10,every time you throw you want to brush my hair,qn n pro:per v pro:per v inf v det:poss n,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,10,eng
1258079,3142,249,3815,41,are they coming,3,be they come,cop pro:sub part,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,5,eng
1258125,3142,253,3815,41,where's he going,3,where he go,adv:int pro:sub part,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,5,eng
1258159,3142,255,3815,41,oh,1,oh,co,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,1,eng
1258166,3142,256,3815,41,where's he going after that,5,where he go after that,adv:int pro:sub part prep pro:dem,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,7,eng
1258214,3142,258,3815,41,it's not going to the zoo,6,it not go to the zoo,pro:per neg part prep det:art n,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,8,eng
1258255,3142,261,3815,41,dere,1,there,adv,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,1,eng
1258297,3142,264,3815,41,dere,1,there,adv,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,1,eng
1258338,3142,267,3815,41,,0,,,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,NA,eng
1258341,3142,268,3815,41,that's a way,3,that a way,pro:dem det:art n,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,4,eng
1258360,3142,269,3815,41,that's a way,3,that a way,pro:dem det:art n,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,4,eng
1258379,3142,270,3815,41,where you going,3,where you go,adv:int pro:per part,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,4,eng
1258444,3142,273,3815,41,your screwdriver,2,your,det:poss,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,1,eng
1258493,3142,276,3815,41,hup,1,hup,co,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,1,eng
1258505,3142,277,3815,41,just walk,2,just walk,adj n,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,2,eng
1258518,3142,278,3815,41,remember,1,remember,co,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,1,eng
1258525,3142,279,3815,41,quiet,1,quiet,n,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,1,eng
1258535,3142,280,3815,41,quiet,1,quiet,n,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,1,eng
1258543,3142,281,3815,41,oh,1,oh,co,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,1,eng
1258550,3142,282,3815,41,you know you're not supposed to throw,7,you know you not suppose to throw,pro:per v pro:per neg part inf v,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,9,eng
1258577,3142,283,3815,41,you know you're not supposed to throw,7,you know you not suppose to throw,pro:per v pro:per neg part inf v,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,9,eng
1258635,3142,285,3815,41,your boat's going in the water,6,your boat go in the water,det:poss n part prep det:art n,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,8,eng
1258669,3142,287,3815,41,where,1,where,adv:int,FAT,NA,Father,3141,757.5,Trevor,male,question,NA,NA,NA,3,Eng-NA,1,eng
1258711,3142,289,3815,41,uh huh,2,huh,co,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,1,eng
1258738,3142,292,3815,41,uh,1,,,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,NA,eng
1258742,3142,293,3815,41,you're far can go,4,you far can go,pro:per adv mod v,FAT,NA,Father,3141,757.5,Trevor,male,declarative,NA,NA,NA,3,Eng-NA,5,eng
