id,speaker_id,utterance_order,transcript_id,corpus_id,gloss,num_tokens,stem,part_of_speech,speaker_code,speaker_name,speaker_role,target_child_id,target_child_age,target_child_name,target_child_sex,type,media_end,media_start,media_unit,collection_id,collection_name,num_morphemes,language
3075263,5007,34,7090,68,it's a flower,3,it a flower,pro:per det:art n,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,4,eng
3075276,5007,35,7090,68,your sister picked one today,5,your sister pick one today,det:poss n v pro:indef adv:tem,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,6,eng
3075299,5007,36,7090,68,and planted it in the dirt,6,and plant it in the dirt,coord v pro:per prep det:art n,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,7,eng
3075329,5007,38,7090,68,is that a kitty cat,5,be that a kitty cat,cop pro:rel det:art n n,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,6,eng
3075359,5007,39,7090,68,it's a lion,3,it a lion,pro:per det:art n,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,4,eng
3075372,5007,40,7090,68,rawr,1,rawr,on,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,1,eng
3075390,5007,42,7090,68,dolly,1,doll,n,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,2,eng
3075400,5007,43,7090,68,baby doll,2,baby doll,n n,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,2,eng
3075413,5007,44,7090,68,wanna look back here,4,wanna look back here,mod:aux v adv adv,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,4,eng
3075432,5007,45,7090,68,what do ya need,4,what do you need,pro:int mod pro:per v,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,4,eng
3075463,5007,47,7090,68,uhhuh,1,uhhuh,co,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,1,eng
3075474,5007,48,7090,68,from wired,2,from wire,prep part,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,3,eng
3075486,5007,49,7090,68,is that just too fascinating,5,be that just too fascinate,cop pro:dem adv adv part,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,7,eng
3075518,5007,51,7090,68,is it airplane,3,be it airplane,aux pro:per n,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,4,eng
3075531,5007,52,7090,68,is it airplane,3,be it airplane,aux pro:per n,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,4,eng
3075549,5007,53,7090,68,up in the sky,4,up in the sky,adv prep det:art n,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,4,eng
3075566,5007,54,7090,68,what's this,2,what this,pro:int pro:dem,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,3,eng
3075578,5007,55,7090,68,Jules look what I have here,6,Jules look what I have here,n:prop v pro:int pro:sub v adv,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,6,eng
3075597,5007,56,7090,68,what's that,2,what that,pro:int pro:dem,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,3,eng
3075602,5007,57,7090,68,oops,1,oops,co,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,1,eng
3075612,5007,58,7090,68,trying to help you ignore this,6,try to help you ignore this,part inf v pro:per v pro:dem,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,7,eng
3075634,5007,59,7090,68,Julia what's this,3,Julia what this,n:prop pro:int pro:dem,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,4,eng
3075661,5007,61,7090,68,what is it,3,what be it,pro:int aux pro:per,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,4,eng
3075670,5007,62,7090,68,what is it,3,what be it,pro:int aux pro:per,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,4,eng
3075684,5007,63,7090,68,doggie,1,dog,n,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,2,eng
3075689,5007,64,7090,68,you gonna say it for me,6,you gonna say it for me,pro:per mod:aux v pro:per prep pro:obj,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,6,eng
3075704,5007,65,7090,68,is Rachel out there,4,be Rachel out there,cop n:prop adv adv,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,5,eng
3075716,5007,66,7090,68,mhm,1,yes,co,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,1,eng
3075723,5007,67,7090,68,doggy,1,dog,n,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,2,eng
3075727,5007,68,7090,68,doggie doggie doggie doggie doggie,5,dog dog dog dog dog,n n n n n,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,10,eng
3075751,5007,69,7090,68,you like doggies,3,you like dog,pro:per v n,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,5,eng
3075763,5007,70,7090,68,what,1,what,pro:int,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,1,eng
3075772,5007,71,7090,68,what,1,what,pro:int,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,1,eng
3075778,5007,72,7090,68,what,1,what,pro:int,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,1,eng
3075799,5007,74,7090,68,you wanna look outside,4,you wanna look outside,pro:per mod:aux v adv,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,4,eng
3075811,5007,75,7090,68,we'll go outside later,4,we go outside later,pro:sub v adv adv,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,5,eng
3075822,5007,76,7090,68,wanna look at a book for now,7,wanna look at a book for now,mod:aux v prep det:art n prep adv,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,7,eng
3075841,5007,77,7090,68,ah there's dandelions,3,ah there dandelion,co pro:exist n,MOT,NA,Mother,5006,610.75,Julia,female,imperative_emphatic,NA,NA,NA,3,Eng-NA,5,eng
3075855,5007,78,7090,68,flowers just like sister found today,6,flower just like sister find today,n adv co n v adv:tem,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,8,eng
3075870,5007,79,7090,68,flowers,1,flower,n,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,2,eng
3075879,5007,80,7090,68,oh and here's a comb,5,oh and here a comb,co coord pro:exist det:art n,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,6,eng
3075895,5007,81,7090,68,you know what you do with a comb,8,you know what you do with a comb,pro:per v pro:int pro:per v prep det:art n,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,8,eng
3075926,5007,83,7090,68,comb comb your hair,4,comb comb your hair,n n det:poss n,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,4,eng
3075950,5007,85,7090,68,yeah,1,yeah,co,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,1,eng
3075956,5007,86,7090,68,comb mommy's hair,3,comb mommy hair,n n n,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,4,eng
3075974,5007,88,7090,68,can you comb mommy's hair,5,can you comb mommy hair,mod pro:per v n n,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,6,eng
3076006,5007,90,7090,68,funny walls,2,fun wall,adj n,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,5,eng
3076028,5007,92,7090,68,yeah cello,2,yeah cello,co n,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,2,eng
3076034,5007,93,7090,68,yeah like you should know,5,yeah like you should know,co prep pro:per mod v,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,5,eng
3076046,5007,94,7090,68,it's a mouse,3,it a mouse,pro:per det:art n,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,4,eng
3076055,5007,95,7090,68,squeak squeak squeak squeak mouse,5,squeak squeak squeak squeak mouse,on on on on n,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,5,eng
3076073,5007,96,7090,68,itsy bitsy mouse went up the front of you,9,itsy bitsy mouse go up the front of you,adj adj n v adv det:art n prep pro:per,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,10,eng
3076100,5007,97,7090,68,mhm,1,yes,co,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,1,eng
3076106,5007,98,7090,68,ah what's this,3,ah what this,co pro:int pro:dem,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,4,eng
3076117,5007,99,7090,68,is it a teddy bear,5,be it a teddy bear,aux pro:per det:art n n,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,6,eng
3076131,5007,100,7090,68,haha,1,haha,co,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,1,eng
3076151,5007,102,7090,68,what,1,what,pro:int,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,1,eng
3076160,5007,103,7090,68,oh no we're gonna stay in here,7,oh no we gonna stay in here,co co pro:sub mod:aux cop adv adv,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,8,eng
3076175,5007,104,7090,68,we're gonna stay in here,5,we gonna stay in here,pro:sub mod:aux cop adv adv,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,6,eng
3076193,5007,105,7090,68,ah look here's a big picture of shoes,8,ah look here a big picture of shoe,co co pro:exist det:art adj n prep n,MOT,NA,Mother,5006,610.75,Julia,female,imperative_emphatic,NA,NA,NA,3,Eng-NA,10,eng
3076214,5007,106,7090,68,shoes shoes shoes,3,shoe shoe shoe,n n n,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,6,eng
3076230,5007,107,7090,68,where's Julia's shoes,3,where Julia shoe,adv:int n:prop n,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,6,eng
3076256,5007,109,7090,68,where's your shoes Julia,4,where your shoe Julia,adv:int det:poss n n:prop,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,6,eng
3076284,5007,111,7090,68,you wanna sit,3,you wanna sit,pro:per mod:aux v,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,3,eng
3076296,5007,112,7090,68,where's your shoes,3,where your shoe,adv:int det:poss n,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,5,eng
3076315,5007,113,7090,68,are they down there on your feet,7,be they down there on your foot,cop pro:sub adv adv prep det:poss n,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,9,eng
3076337,5007,114,7090,68,that's an unusual place for your shoes,7,that a usual place for your shoe,pro:dem det:art adj n prep det:poss n,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,10,eng
3076360,5007,115,7090,68,on your feet,3,on your foot,prep det:poss n,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,4,eng
3076377,5007,116,7090,68,uh huh,2,huh,co,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,1,eng
3076382,5007,117,7090,68,oh look what this girl has,6,oh look what this girl have,co v pro:int pro:dem n aux,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,7,eng
3076406,5007,118,7090,68,what is that,3,what be that,pro:int cop pro:dem,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,4,eng
3076422,5007,120,7090,68,kitty,1,kitty,n,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,1,eng
3076444,5007,122,7090,68,kitty cat,2,kitty cat,n n,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,2,eng
3076451,5007,123,7090,68,that's a turtle,3,that a turtle,pro:dem det:art n,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,4,eng
3076465,5007,124,7090,68,cartoon turtle,2,cartoon turtle,n n,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,2,eng
3076477,5007,125,7090,68,is this a dinosaur,4,be this a dinosaur,cop pro:dem det:art n,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,5,eng
3076489,5007,126,7090,68,brontosaurus,1,brontosaurus,n,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,1,eng
3076510,5007,128,7090,68,mm this a butterfly,4,mm this a,co det:dem det:art,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,3,eng
3076529,5007,129,7090,68,is it pretty blue,4,be it pretty blue,aux pro:per adv adj,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,5,eng
3076545,5007,130,7090,68,what's this Jules,3,what this Jules,pro:int pro:dem n:prop,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,4,eng
3076559,5007,131,7090,68,hi Julia,2,hi Julia,co n:prop,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,2,eng
3076585,5007,133,7090,68,you wanna sit,3,you wanna sit,pro:per mod:aux v,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,3,eng
3076601,5007,134,7090,68,is that a ball,4,be that a ball,cop pro:rel det:art n,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,5,eng
3076623,5007,135,7090,68,that a ball,3,that a ball,pro:rel det:art n,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,3,eng
3076650,5007,137,7090,68,uhhuh,1,uhhuh,co,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,1,eng
3076659,5007,138,7090,68,is that a pan,4,be that a pan,cop pro:rel det:art n,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,5,eng
3076686,5007,139,7090,68,mhm,1,yes,co,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,1,eng
3076712,5007,141,7090,68,that's right ball,3,that right ball,pro:dem adv n,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,4,eng
3076738,5007,142,7090,68,like volleyball huh,3,like huh,co co,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,2,eng
3076761,5007,144,7090,68,daddy goes to volleyball,4,daddy go to,n v prep,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,4,eng
3076789,5007,146,7090,68,mommy plays volleyball that's right,5,mommy play that right,n v pro:rel n,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,6,eng
3076812,5007,147,7090,68,volleyball,1,,,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,NA,eng
3076823,5007,148,7090,68,ball,1,ball,n,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,1,eng
3076832,5007,149,7090,68,look at,2,look at,v prep,MOT,NA,Mother,5006,610.75,Julia,female,trail off,NA,NA,NA,3,Eng-NA,2,eng
3076865,5007,151,7090,68,shoes,1,shoe,n,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,2,eng
3076880,5007,152,7090,68,carrot,1,carrot,n,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,1,eng
3076889,5007,153,7090,68,cello,1,cello,n,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,1,eng
3076902,5007,154,7090,68,violin,1,violin,n,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,1,eng
3076908,5007,155,7090,68,ah,1,ah,co,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,1,eng
3076929,5007,157,7090,68,teddy,1,teddy,n,MOT,NA,Mother,5006,610.75,Julia,female,imperative_emphatic,NA,NA,NA,3,Eng-NA,1,eng
3076943,5007,158,7090,68,that's right,2,that right,pro:dem n,MOT,NA,Mother,5006,610.75,Julia,female,imperative_emphatic,NA,NA,NA,3,Eng-NA,3,eng
3076957,5007,159,7090,68,teddy bear,2,teddy bear,n n,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,2,eng
3076979,5007,161,7090,68,you have a teddy bear,5,you have a teddy bear,pro:per v det:art n n,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,5,eng
3077008,5007,163,7090,68,d does sister have a teddy bear Jules,8,do sister have a teddy bear Jules,mod n v det:art n n n:prop,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,8,eng
3077067,5007,165,7090,68,do you and sister have teddy bears,7,do you and sister have teddy bear,mod pro:per coord n v n n,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,8,eng
3077104,5007,166,7090,68,hm,1,hm,co,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,1,eng
3077112,5007,167,7090,68,you and sister have teddy bears,6,you and sister have teddy bear,pro:per coord n v n n,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,7,eng
3077135,5007,168,7090,68,cuddle cuddle with your teddy bear,6,cuddle cuddle with your teddy bear,v v prep det:poss n n,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,6,eng
3077164,5007,169,7090,68,is that what you like to do,7,be that what you like to do,cop pro:dem pro:int pro:per v inf v,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,8,eng
3077189,5007,170,7090,68,okay thank_you,2,okay thank_you,co n,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,2,eng
3077202,5007,171,7090,68,look what we have here,5,look what we have here,v pro:int pro:sub v adv,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,5,eng
3077239,5007,173,7090,68,is this a car,4,be this a car,cop pro:dem det:art n,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,5,eng
3077271,5007,175,7090,68,that's daddy's car,3,that daddy car,pro:dem n n,MOT,NA,Mother,5006,610.75,Julia,female,imperative_emphatic,NA,NA,NA,3,Eng-NA,5,eng
3077306,5007,177,7090,68,that is,2,that be,pro:rel cop,MOT,NA,Mother,5006,610.75,Julia,female,imperative_emphatic,NA,NA,NA,3,Eng-NA,3,eng
3077319,5007,178,7090,68,is this a sandbox,4,be this a,cop pro:dem det:art,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,4,eng
3077365,5007,180,7090,68,yeah that's just like yours isn't it,7,yeah that just like yours be it,co pro:dem adv prep pro:poss cop pro:per,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,10,eng
3077398,5007,181,7090,68,sandbox,1,,,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,NA,eng
3077423,5007,183,7090,68,uhhuh,1,uhhuh,co,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,1,eng
3077439,5007,184,7090,68,using the shovel to play in the sand,8,use the shovel to play in the sand,part det:art n prep n prep det:art n,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,9,eng
3077493,5007,185,7090,68,cello,1,cello,n,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,1,eng
3077526,5007,187,7090,68,hi,1,hi,co,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,1,eng
3077533,5007,188,7090,68,oh what's that,3,oh what that,co pro:int pro:dem,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,4,eng
3077569,5007,190,7090,68,apple,1,apple,n,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,1,eng
3077584,5007,191,7090,68,did you have an apple for lunch today,8,do you have a apple for lunch today,v pro:per v det:art n prep n adv:tem,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,9,eng
3077624,5007,192,7090,68,hm,1,hm,co,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,1,eng
3077635,5007,193,7090,68,there's an apple in the car too,7,there a apple in the car too,pro:exist det:art n prep det:art n post,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,8,eng
3077686,5007,195,7090,68,mhm doggie,2,yes dog,co n,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,3,eng
3077705,5007,196,7090,68,yeah you like doggies,4,yeah you like dog,co pro:per co n,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,6,eng
3077733,5007,197,7090,68,is this an umbrella,4,be this a umbrella,cop pro:dem det:art n,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,5,eng
3077755,5007,198,7090,68,for when it rains,4,for when it rain,conj conj pro:per v,MOT,NA,Mother,5006,610.75,Julia,female,question,NA,NA,NA,3,Eng-NA,5,eng
3077785,5007,199,7090,68,pitterpatter pitterpatter on your head,5,pitterpatter pitterpatter on your head,on on prep det:poss n,MOT,NA,Mother,5006,610.75,Julia,female,declarative,NA,NA,NA,3,Eng-NA,5,eng
